ensembl_id	gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000121410	A1BG	60.73148694091754	0.5987533202131912	0.3175291814672397	1.8856639173964114	0.059340258170014544	0.17831324541811622
ENSG00000134864	A2LD1	10.424858713744532	-0.3299080012749597	0.6294616188828495	-0.5241113856321709	0.6002010699374538	0.7450576254291938
ENSG00000175899	A2M	2.8209154925766073	1.5685214932102982	1.457098528867007	1.0764690665290357	0.28171752810279826	0.4644253682687337
ENSG00000166535	A2ML1	146.57431021003154	2.922046962686572	0.6787523455308051	4.305026688933858	1.6696560524984406e-5	2.7538839103575727e-4
ENSG00000128274	A4GALT	28.110015830260647	-3.458060772285728	0.3917510634773442	-8.827189239999894	1.0733909849160993e-18	1.0470775716287276e-16
ENSG00000094914	AAAS	341.4930738622165	0.11614966543886811	0.14338243114945848	0.8100690196680821	0.4179005086402829	0.5956399418049819
ENSG00000081760	AACS	1035.8276092615627	0.9977551623692312	0.58209767293462	1.714068289156856	0.08651618486929162	0.22414900469019233
ENSG00000114771	AADAC	0.17783983195053574	-5.193982212565955	5.2290244344666075	-0.9932985163217684	0.32056450038046297	0.5048364212120338
ENSG00000197953	AADACL2	0.1799921814522965	-4.186265111830473	5.32266757114971	-0.7864975702260941	0.43157604200294003	0.6081088552963714
ENSG00000188984	AADACL3	0.30521651789700954	-4.170615092472651	4.225938807229175	-0.9869085386040413	0.3236874779553032	0.5081074883839064
ENSG00000109576	AADAT	64.35987658724785	-0.033697668150746506	0.2668769435994155	-0.12626668941970118	0.8995208231740754	0.9409142139953823
ENSG00000103591	AAGAB	407.9689379585947	-0.1412884740580974	0.29013216330322195	-0.486979700731885	0.6262727163490445	0.7625067181494865
ENSG00000115977	AAK1	441.7868404989719	0.6228125912960365	0.40876949274269	1.5236278693823202	0.12760169720778342	0.28374216139560643
ENSG00000127837	AAMP	611.0208496445377	0.10044038056394014	0.11733826399426807	0.8559899997229089	0.3920033109382003	0.5716631232723405
ENSG00000129673	AANAT	4.639162930194207	0.5510486603202737	1.0157984171158225	0.5424783608984916	0.5874890104673215	0.7360212019439046
ENSG00000090861	AARS	944.1106511280299	0.21960788585771	0.15390661056993243	1.4268905347501242	0.15361144954458306	0.31839497998732125
ENSG00000124608	AARS2	400.0917995365544	0.8309694223147637	0.3941821320749923	2.108084955399941	0.035023641540167696	0.12712919088501015
ENSG00000108825	AARSD1	341.92246877096	0.4761258278182589	0.5602047297173991	0.8499139735190122	0.3953729161170679	0.5748582787696505
ENSG00000157426	AASDH	157.11986343834585	-0.3124116236472572	0.41083464116337115	-0.7604315516398351	0.44699666942734606	0.62179596999627
ENSG00000149313	AASDHPPT	412.41787044313423	-1.1754257403942037	0.3338674014392591	-3.5206364422734766	4.305124391140173e-4	0.004522632521917163
ENSG00000008311	AASS	336.82969265917313	-0.37133269342102804	0.318227147932369	-1.1668793685067538	0.2432590888262825	0.42287942009709456
ENSG00000108270	AATF	416.3139826354599	-0.07194234578323072	0.12595556622850818	-0.571172421651562	0.5678827705468599	0.7208213827054387
ENSG00000181409	AATK	9.727352941358072	1.1909907568207796	0.5827706538885902	2.04366975048209	0.04098618349708832	0.14108253516579625
ENSG00000183044	ABAT	36.04669717391993	3.7305166116575617	0.48881700570632997	7.631724281496807	2.3163442684988114e-14	1.5546113081215593e-12
ENSG00000165029	ABCA1	541.1938185258309	1.7111792687924718	0.16692827140747932	10.250985374522973	1.1714316033942588e-24	1.834633844178293e-22
ENSG00000154263	ABCA10	19.570836029422086	0.2750862263165955	0.37825044669909574	0.7272594883025505	0.4670670102356368	0.6390399079692679
ENSG00000144452	ABCA12	140.33672067939716	3.613948824827139	0.3531962116895778	10.232127936874415	1.4235643515199803e-24	2.209242458617962e-22
ENSG00000179869	ABCA13	133.21006456140182	1.4675149964949838	0.6877664229011121	2.133740391548578	0.03286403773203768	0.12193479420204635
ENSG00000107331	ABCA2	278.88716811735316	0.058100258803342714	0.33651217514442777	0.17265425471873833	0.8629232031223977	0.9248469362445034
ENSG00000167972	ABCA3	0.38319322645014986	-2.198488922217816	2.681265203107214	-0.8199445991653764	0.41224769039331344	0.5909874119584198
ENSG00000198691	ABCA4	1.2474047156316923	-0.6362475289141195	1.7625131288424043	-0.36098881676529615	0.7181078071321927	0.829700059259131
ENSG00000154265	ABCA5	114.51585025330824	-0.1058741179884771	0.4772246677961123	-0.22185382511222235	0.8244276769716955	0.9007326543985064
ENSG00000154262	ABCA6	7.632533361469796	2.796959195492869	1.8622418095448745	1.5019312643272875	0.13311486133286754	0.29107260123137974
ENSG00000064687	ABCA7	219.7055021368394	0.2652290657617536	0.35378784445174843	0.7496839417215393	0.45344508127022726	0.6276430497633828
ENSG00000141338	ABCA8	27.727514781634643	1.9818407267535225	0.9454139451678263	2.096267710967299	0.03605844936320698	0.12962487607355444
ENSG00000154258	ABCA9	268.0201826614265	1.0411277396443401	0.6959434388500207	1.4959947626845984	0.1346550199838092	0.2932384036412306
ENSG00000085563	ABCB1	1.50933435314979	0.05547579332550426	1.4704928300577575	0.037725986955900556	0.9699061561471093	0.9824522631927434
ENSG00000135776	ABCB10	225.592813367194	-0.5201472050488026	0.19820355260862144	-2.624308183193369	0.0086825183257168	0.047674258712869566
ENSG00000073734	ABCB11	0.6464459138295444	2.9695875792018556	2.3142350617987075	1.2831832116888697	0.1994278962547201	0.3732628508273555
ENSG00000005471	ABCB4	2.3245935593848506	1.4711767387052517	1.6189281145618466	0.9087350608543956	0.36348999235313356	0.5463711948102794
